"FilePath","SHA256"
"C:\Users\Spenc\Desktop_Local\gpt download\file-CQhXD8oR7BWWN4WVD73B11-Sent mail 2017 Law of attraction.PNG","1E8E63D1DE7FD1BBEF1AE9CF2638F39AA96DFEF930A66F10540D66F242597F93"
"C:\Users\Spenc\Desktop_Local\gpt download\file-DGH32b2RfBL4AXAXWSdUyk-Capture.PNG","9D552099200C9BF56079AC7247C73103C8717FEF46B8DFF8293278A20287DBF0"
"C:\Users\Spenc\Desktop_Local\gpt download\file-DoRmNhrePkacbXA1w5L4m9-dated 2022.PNG","F4C0BA31FE6D9C70500F291FA1F68928474DA5E6F5BC8D0FAF3714C5362227EA"
"C:\Users\Spenc\Desktop_Local\gpt download\file-EdGkNLTEnsHSDjJzxitE8P-items in google drive from dec 2024.PNG","9779E1BBA0E0F30E2374BAA2423D21FDA0F882127607B2DD992B2043A3B259AA"
"C:\Users\Spenc\Desktop_Local\gpt download\file-EZrh5KwSbN2D5FK3svtPLb-comment taken down because they sauid it didnt meet there guidelines Capture.PNG","D0361B8E0B4D30C3B14C9527D1E9028D0E71AABA2068E28A9CC2D515F0524D6E"
"C:\Users\Spenc\Desktop_Local\gpt download\file-FapLAgoGPYVzVkZVLnYStz-Sent mail 2017 Law of attraction.PNG","1E8E63D1DE7FD1BBEF1AE9CF2638F39AA96DFEF930A66F10540D66F242597F93"
"C:\Users\Spenc\Desktop_Local\gpt download\file-GgKZjTEo1XSyAzjyv47xrX-Sent mail 2017 Law of attraction.PNG","1E8E63D1DE7FD1BBEF1AE9CF2638F39AA96DFEF930A66F10540D66F242597F93"
"C:\Users\Spenc\Desktop_Local\gpt download\file-Jw1on7UeJjdHFk8c2V27cQ-Sent mail 2017 Law of attraction.PNG","1E8E63D1DE7FD1BBEF1AE9CF2638F39AA96DFEF930A66F10540D66F242597F93"
"C:\Users\Spenc\Desktop_Local\gpt download\file-KFSPKShGMsyVynN4P41V9E-screen shot of the articels locked in 2024 of the shepherding method.PNG","73C5C06CB0681CF5E14782BAA65588758DDFD024BF3D74CFCD5A4260B08C1BE3"
"C:\Users\Spenc\Desktop_Local\gpt download\file-L1LtTB225hjnqbpxtPhvTT-2022.PNG","4B9F934B4FAB6CF9299478A98C9407336B2F3408EF03D0ECDE04EE341951C12F"
"C:\Users\Spenc\Desktop_Local\gpt download\file-LDsX2c1fgcwx3YNv7gH8QL-2017 q understanding.PNG","92D0631FA732CAB576B72CC07679A1BE8191A3F729DE9D4A7E259FD42D6C9D69"
"C:\Users\Spenc\Desktop_Local\gpt download\file-LjWQNhFdY16FMbqmSaMP4m-2024 SS Quantum manipulation and observation strategies Properties 6_18_2025 9_36_09 PM (1).png","13960C79FAC270832C3E800636FE1721441B456C15F0ED968863E7A9C12CBC14"
"C:\Users\Spenc\Desktop_Local\gpt download\file-NhDx51G8anq91qpsNJ6VkG-Make.com dated April 16th the day after my patent.PNG","7BEEBF4962B0725744B9B08C1F8909805A320FC76CE34769E3FEB58381722281"
"C:\Users\Spenc\Desktop_Local\gpt download\file-NjX6YNsPQoNrHRpsbkxLnW-Google has no right to use my Ip.PNG","53A770D03E11834CACDCC8B48560B1F1A75589D8938916D482AB7549E910653F"
"C:\Users\Spenc\Desktop_Local\gpt download\file-NVn5hCz3tQpNQLbyod93DU-Quantum understanding of the mind_0.jpg","2BF181540751A9634332EBAB72F756971B7DFD629B9AF93FD4993FF402033272"
"C:\Users\Spenc\Desktop_Local\gpt download\file-P2b8xnxMt1cJDfbvdb3Rta-2017 Law of attraction - spencersouthern12@gmail.com - Gmail and 4 more pages - Personal - Microsoft? Edge 6_18_2025 9_55_32 PM.png","35971366B77AADF7DC31C3814EAC76B5BB09584387260158703D5B27E5FAA339"
"C:\Users\Spenc\Desktop_Local\gpt download\file-RgTy3th9HSp19mZxkboEwk-2017 Law of attraction - spencersouthern12@gmail.com - Gmail and 4 more pages - Personal - Microsoft? Edge 6_18_2025 9_55_32 PM.png","35971366B77AADF7DC31C3814EAC76B5BB09584387260158703D5B27E5FAA339"
"C:\Users\Spenc\Desktop_Local\gpt download\file-TBt77VcLbDxNW8a3upq5Tu-2024 Globalodev Theory of interdimensional data pathways using quantum computers Properties 6_18_2025 9_35_01 PM (1).png","F1E983CDF778431E5194D413FDC8829059CA64DDBA292CDA75D1CCBE5F869D53"
"C:\Users\Spenc\Desktop_Local\gpt download\file-UGZtzQJCJTsWfgf8ie6G3L-Quantum understanding of the mind_0.jpg","2BF181540751A9634332EBAB72F756971B7DFD629B9AF93FD4993FF402033272"
"C:\Users\Spenc\Desktop_Local\gpt download\file-UMT7ypMy9BbbhExFru5Bii-2 more before april 15 2025.PNG","9B6B336F59EFDB96CDA1DC0765C51F9AEC37461CB7AD09893AEDA58DD174BCB7"
"C:\Users\Spenc\Desktop_Local\gpt download\file-VUAAMRkZjMxAiTxHxnCuWK-Quantum understanding of the mind_0.jpg","2BF181540751A9634332EBAB72F756971B7DFD629B9AF93FD4993FF402033272"
"C:\Users\Spenc\Desktop_Local\gpt download\file-WEKGxFTvVXKU6gYWsnE2iw-Linked in post that says since March.PNG","EB6A9E176F1781CA0D63C6CA63A45FC3E68F89C77DF60077D791927C7114AD0C"
"C:\Users\Spenc\Desktop_Local\gpt download\file-WfNUTXgeKYignC95g337s7-2017Quantum understanding - spencersouthern12@gmail.com - Gmail and 4 more pages - Personal - Microsoft? Edge 6_18_2025 9_53_36 PM.png","FBCE529CBFCEB46D6525FB777C01DBC2B064057DEC958D9D74E3A8C3D35C778B"
"C:\Users\Spenc\Desktop_Local\gpt download\file-WstiyRSuU2R3YeUfULgjKP-2024 Globalodev Theory of interdimensional data pathways using quantum computers Properties 6_18_2025 9_35_01 PM.png","F1E983CDF778431E5194D413FDC8829059CA64DDBA292CDA75D1CCBE5F869D53"
"C:\Users\Spenc\Desktop_Local\gpt download\message_feedback.json","86FAF620EDD78D6C5A0B184765E883E6C0DE3C41DFCB55B4AB81E28E237AE4DE"
"C:\Users\Spenc\Desktop_Local\gpt download\shared_conversations.json","378200DB231BE553BCFA5D2CA245F16F1DC1F006E82316D3B770D408D9D1DED5"
"C:\Users\Spenc\Desktop_Local\gpt download\user.json","059717D2EE1CDE85E27B6E542573158070AFB38E8D0610EAF067E90EE5CCFE16"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000010c6246b6ab6a5588612d17-33670bb6-c28e-4ea0-aa1b-41708daf6182.png","2021BE7DF09B0C1F670742FAAF2B204AB2FAAA6E611BCC4F70865252B7F1E186"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000006c861f8a468434fa13250e4-c37511ac-ca41-4030-ba3e-fcd40ae9710b.png","935BB0D3949A083A658DF93CAD677B715391820D0EDDA90410DB96D8BA0EB873"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000074c624683aa505ac53237cd-88b5346c-052c-418a-aef3-49de9e1e141c.png","BA0B5C50EE45BD255A886A5A858BCBEF8448D7A0FA382E8DA8421D65A0D111B6"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000009f461f9925da26d0fef6c13-fd666b31-edb0-4e9a-975c-e85fd5ed69e9.png","CDD2736C37D9DE49D0AC32A69D8B054A83AAB8963C885DE13224F14EF557C94C"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000001c3461f9afe96e10bb8a7c58-cb7efaf9-3829-4dc9-87fe-4946dcc2a011.png","254BCE155BD6FF9339BA3885005C7591258C7DF9601DECC197B2F75727CCCBA6"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000259061f987e6bd5501d5ab7f-cc3edd67-44a9-44a5-b076-a1135a26b56d.png","00F9787C47C1DD636314D8B57FC3B925CA6AEB433F8F98C477B3AA2943B01361"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000002930620ab2a13ec0bc37f4cd-9a3d60fc-e281-40e8-8da6-9ad0930e953d.png","266BD166F2A738628F3D6DD87C026FABECB4B2AB5359B8EC463799C311C601FE"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000002f6861f48971057db198172e-22d34d7a-068d-466c-a98f-8d8b17b808d1.png","09ADECB1DD9673106810233465089AE78D669039E6229642815024AB60C5F220"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000030d0620aa7a3584f97a35568-cbaaad06-bef1-4402-93df-f96f669aa867.png","33BBD5FD5B4F5C7CDD45238A6F4AB566269DD363A92663717B9EB8F026FC7E54"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000030dc61f5b725af8875b75a94-e6ec8b36-b056-4677-97c0-a89134d65759.png","868355E81F53359D76B9648F88908E8FB88F43A46F01B36C6748EB1CF92E5D9D"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000360461f7983f4456f9567be6-b9867f86-7a16-491f-9b4f-7c325661c75d.png","B8446113419769BE7D61534EF0394100EA33DC8C8D2498C09A2454E646B13FB0"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000003c5c61f684484486a3241db1-cd55f14b-26f4-471c-bf82-40d44c6710e7.png","C061A79C3B0011F9C002A635594D467642E1E135F174FC8837DF573A87D0E352"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000410c61f98291a04ebcb8142f-304e7116-ba68-4c5c-a096-5b32986d897b.png","CD41D08A0F7C23271435E16848E0A0E3550CCF7F4AA6ED13DAC7D0D40D47C234"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000041f861f6bf9f9b09a671fbbd-03ae8731-15b0-43f4-b16b-6e0a8bd3964b.png","EF7C252E04B916861291C9E24F752A8A93035368C5166D77227786C6E4D4F704"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000045806230ba0638b34e6d0d7f-b0f88da5-2dfa-47ba-bdf8-09c7761e2849.png","3E4504B7DC4937763AD5AF3D9C557691E868B64EEAD4FF16D22F3D686F128698"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000534861f9b34f3d24ac855df2-c0032829-ed35-4430-80fd-4450c8abeff1.png","FE971B31681F30652C0931EAC4D4667E0197E4935426B237E9B2FDBE4E05B9EB"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000058d061f8ac6a18b8443d4b53-48099feb-712f-4dce-b629-5e2674368ede.png","27A9A86D1C59235CD5C46E517B672C33ACED9A5092D591A9E4816C5820F26720"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000640061f6b31bf64b76bc9b5e-954eb3e6-8519-4d3b-a774-9c063adb0b8d.png","34FEF3A2429358FA92482593ECBC26DA5608FA76025EF29C18389CC75310FF6B"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000006b2461f6a6eb0eb584b08880-6177f8b7-dd46-4bf5-9b6b-76d3cd9c2bef.png","DB9D5A97B9BCD92EB5BC3C92035E09D0668894537674FB454F9D9AAF9AC99956"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000782061f4b1a9a7fa6b24a85c-270ad73c-7788-4293-aa6f-f68d4386f1cf.png","6FE7BB10A26FAF3F00FD702471EAEDFDC7E0656A61414C5874D5891BE83E464F"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000007f7861f9bdb62fc72f0802b8-4cf44d93-d370-4954-aed5-dab7598a3d8c.png","E11A9CF13C5E38726F9CB14BAC93A5B714D1FA6CE28BF52B4EF91D555463FF77"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000080586230a7cc4d81b59eddfd-eed68405-e7fb-4452-8496-82d00214e1e0.png","A6D620D96A7E3CECEF46ADF0B42A7F20CBC522A312DEB0ACEC14CAF0E5EFC83D"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_000000008ff0622f851943fb9f34e77d-75e8b3e9-f30b-4a22-8f45-f0a28d1ff404.png","0ED3CCE63C2245CD052ECD24A71A16FEA6D52858813247DCE5D6B520410BB9D0"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000924461f9aafd8100264f0a5d-bf3650a8-57c5-4553-8b0c-6e8f99286f11.png","14083A81C42FE94A891E2612A2B357792597F02E830352FD3B66FB5EFAB2372E"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000945861f58ba998cfef07dfc5-3b298dc6-738e-4cd1-85cc-e2959c5fda94.png","F1952714CA90B52E068D3362FB26BC9A99DDB35F03500B6DDA1F23E583812BDE"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_0000000097a861f784699981b8a6980c-2590e738-e75f-46e2-841d-174aa231042e.png","DC52E5426BD97131DE5EDE3F854D189AAE2F7BD39A0C07DCD6496D692A1D698C"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000a2e461f6a9cd66bc67eb3485-cb90d55e-bd7a-4463-9a86-0f8d0b425eb2.png","F6326DDCC76926D9B174A76BFE48B08B8253D861D1C56E49892739D6B806C7A5"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000b44c61f4822c4a4feb7c8ce2-153d5e27-afb7-4846-b859-e1315ff53b20.png","94A46C926180EDF82628197CD83E3510683564991052CC821B262284CC979743"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000be3c61f9aacbd0aae16630f0-0b32d4b5-78f6-4780-b065-35cb8030b07f.png","7AF7A8E16DD517D45A1E80263D101A063DF5D1FCA12DDA8EA1D489F45B2A6EC5"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000ccb461f985555450f68692e4-188def80-ecba-400f-821c-271bea1457d9.png","0D05803C3F044DE5191173458585B0DA448F3C973CEEF71B52B7A13AA411E6EC"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000cfa061f88646a8bae3e3ce54-fb2639fb-37c0-492a-acf0-398a390d5764.png","DE8674C1C4BF8540A41309CD362D306F606A83C113CAD3E40DC734044A65172A"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000d07461f79f28cc6a693fb80b-8fdd803e-301b-4d39-a0d3-81af7bb0cea4.png","8373E15D0F82C5F036B015EA1CE1E4C14739CC2EB49988EB9453A1C7E922E994"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000da8861fdb501e3047dd7b24c-e39abc7b-fb8a-4d98-a433-83ac10bdfd63.png","BEA16C4707770411D395285B72B0DCDD06ED5D3700465463D0A441B20B0309C2"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000db9061f59a8f874caa4a1853-0702e90d-0aea-4155-bdce-8e324789a5d3.png","1316096C5E1C2E6BA648815BDB0B9E2B516B106783FD4274B5BC60C2CAC9FC41"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000dbe461f78f446b59a5dc9361-f54c77f5-e55e-4046-9421-2548963471a8.png","9D0F57BD8FE5181C7DD4278537E35E06A82140A5CC0E3B1AA98D645A9F91A02D"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000dedc61f99dddd67eb26e56a3-0586448c-fbac-4133-8afb-12aaaf6d9e03.png","CB334C64149F10D06B12AC101CAFB384CC658005BB4A79A4179E48D361DAB421"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e00861f8a7adb304e391b171-ce681766-abe4-4206-87e0-fc4734f97b1b.png","A8B5BE195E2AA535440ABE5F46E78B37B7F5D4A5A273E45F355014C459C8EDBC"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e194622f8f03dc21cc0b5f37-508a8654-0f35-47bf-ad81-03db0a0db27c.png","9F2034F075F1F740986D0C0658DB699796401C44C2B0965320F8C23131FD6013"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e46c61fbb4180b3ee969a958-513b57ef-6cfd-4957-b45f-51c699fe2162.png","12D6F513F17CFC53F0DB55EA2B5F3564175D48506AB464746B797DADA038E0E5"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e480622fb130c11e12f572f5-71448916-56bb-4b80-9ef4-ca8fab116795.png","52074084009EF30968EFFA99F3645CB53111D754F9261E7F3DC09CB7878414D3"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e8e06243babc7c9bfc6ced4b-500f3465-552e-4e7d-83a1-2176518839fe.png","4A67B05C54EC982D1B89D53456E99839CD02F1A8E222E633CA2EA3F70F512CE8"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e94061fd96854cc5da527dd7-8d5fd95a-5068-4c05-b239-f3258d48fda3.png","AD269D3F7FA472838FB7F8334FDB3DA9B492B8B10E70022195FDEB2EB82BBC97"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000e96061f6be277fecf1adea26-a77cb9d3-0d1a-4f10-a4f3-0c887b830193.png","D7977FA0FFCCE6B904016D42FE623B7A4F8429D8A8B34F786314F57DBCAA5C62"
"C:\Users\Spenc\Desktop_Local\gpt download\user-jcjc59jUtW1iDhG0c1E5uRQi\file_00000000fa6061f58a824253b28f9338-3c1e211b-9be0-4e76-8a54-dcfd832246bd.png","D40D37A5E5356F247085D5C0B721F40097D6577EC5B9C600D1480DEFACED2934"
